Copyright (C) 2021  Intel Corporation. All rights reserved.
Your use of Intel Corporation's design tools, logic functions 
and other software and tools, and any partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Intel Program License 
Subscription Agreement, the Intel Quartus Prime License Agreement,
the Intel FPGA IP License Agreement, or other applicable license
agreement, including, without limitation, that your use is for
the sole purpose of programming logic devices manufactured by
Intel and sold by Intel or its authorized distributors.  Please
refer to the applicable agreement for further details, at
https://fpgasoftware.intel.com/eula.

Analysis & Synthesis Resource Utilization by Entity

Compilation Hierarchy Node,Combinational ALUTs,Dedicated Logic Registers,Block Memory Bits,DSP Blocks,Pins,Virtual Pins,Full Hierarchy Name,Entity Name,Library Name
            |scfifo:rfifo|,23 (0),20 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_r:the_soc_system_jtag_uart_scfifo_r|scfifo:rfifo,scfifo,work
               |scfifo_3291:auto_generated|,23 (0),20 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_r:the_soc_system_jtag_uart_scfifo_r|scfifo:rfifo|scfifo_3291:auto_generated,scfifo_3291,work
                  |a_dpfifo_5771:dpfifo|,23 (0),20 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_r:the_soc_system_jtag_uart_scfifo_r|scfifo:rfifo|scfifo_3291:auto_generated|a_dpfifo_5771:dpfifo,a_dpfifo_5771,work
                     |a_fefifo_7cf:fifo_state|,11 (5),8 (2),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_r:the_soc_system_jtag_uart_scfifo_r|scfifo:rfifo|scfifo_3291:auto_generated|a_dpfifo_5771:dpfifo|a_fefifo_7cf:fifo_state,a_fefifo_7cf,work
                        |cntr_vg7:count_usedw|,6 (6),6 (6),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_r:the_soc_system_jtag_uart_scfifo_r|scfifo:rfifo|scfifo_3291:auto_generated|a_dpfifo_5771:dpfifo|a_fefifo_7cf:fifo_state|cntr_vg7:count_usedw,cntr_vg7,work
                     |altsyncram_7pu1:FIFOram|,0 (0),0 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_r:the_soc_system_jtag_uart_scfifo_r|scfifo:rfifo|scfifo_3291:auto_generated|a_dpfifo_5771:dpfifo|altsyncram_7pu1:FIFOram,altsyncram_7pu1,work
                     |cntr_jgb:rd_ptr_count|,6 (6),6 (6),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_r:the_soc_system_jtag_uart_scfifo_r|scfifo:rfifo|scfifo_3291:auto_generated|a_dpfifo_5771:dpfifo|cntr_jgb:rd_ptr_count,cntr_jgb,work
                     |cntr_jgb:wr_ptr|,6 (6),6 (6),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_r:the_soc_system_jtag_uart_scfifo_r|scfifo:rfifo|scfifo_3291:auto_generated|a_dpfifo_5771:dpfifo|cntr_jgb:wr_ptr,cntr_jgb,work
         |soc_system_jtag_uart_scfifo_w:the_soc_system_jtag_uart_scfifo_w|,24 (0),20 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_w:the_soc_system_jtag_uart_scfifo_w,soc_system_jtag_uart_scfifo_w,soc_system
            |scfifo:wfifo|,24 (0),20 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_w:the_soc_system_jtag_uart_scfifo_w|scfifo:wfifo,scfifo,work
               |scfifo_3291:auto_generated|,24 (0),20 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_w:the_soc_system_jtag_uart_scfifo_w|scfifo:wfifo|scfifo_3291:auto_generated,scfifo_3291,work
                  |a_dpfifo_5771:dpfifo|,24 (0),20 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_w:the_soc_system_jtag_uart_scfifo_w|scfifo:wfifo|scfifo_3291:auto_generated|a_dpfifo_5771:dpfifo,a_dpfifo_5771,work
                     |a_fefifo_7cf:fifo_state|,12 (6),8 (2),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_w:the_soc_system_jtag_uart_scfifo_w|scfifo:wfifo|scfifo_3291:auto_generated|a_dpfifo_5771:dpfifo|a_fefifo_7cf:fifo_state,a_fefifo_7cf,work
                        |cntr_vg7:count_usedw|,6 (6),6 (6),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_w:the_soc_system_jtag_uart_scfifo_w|scfifo:wfifo|scfifo_3291:auto_generated|a_dpfifo_5771:dpfifo|a_fefifo_7cf:fifo_state|cntr_vg7:count_usedw,cntr_vg7,work
                     |altsyncram_7pu1:FIFOram|,0 (0),0 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_w:the_soc_system_jtag_uart_scfifo_w|scfifo:wfifo|scfifo_3291:auto_generated|a_dpfifo_5771:dpfifo|altsyncram_7pu1:FIFOram,altsyncram_7pu1,work
                     |cntr_jgb:rd_ptr_count|,6 (6),6 (6),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_w:the_soc_system_jtag_uart_scfifo_w|scfifo:wfifo|scfifo_3291:auto_generated|a_dpfifo_5771:dpfifo|cntr_jgb:rd_ptr_count,cntr_jgb,work
                     |cntr_jgb:wr_ptr|,6 (6),6 (6),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_jtag_uart:jtag_uart|soc_system_jtag_uart_scfifo_w:the_soc_system_jtag_uart_scfifo_w|scfifo:wfifo|scfifo_3291:auto_generated|a_dpfifo_5771:dpfifo|cntr_jgb:wr_ptr,cntr_jgb,work
      |soc_system_led_pio:led_pio|,15 (15),10 (10),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_led_pio:led_pio,soc_system_led_pio,soc_system
      |soc_system_master_non_sec:master_non_sec|,569 (0),455 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec,soc_system_master_non_sec,soc_system
         |altera_avalon_packets_to_master:transacto|,237 (0),138 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_packets_to_master:transacto,altera_avalon_packets_to_master,soc_system
            |packets_to_master:p2m|,237 (237),138 (138),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_packets_to_master:transacto|packets_to_master:p2m,packets_to_master,soc_system
         |altera_avalon_sc_fifo:fifo|,25 (25),24 (24),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_sc_fifo:fifo,altera_avalon_sc_fifo,soc_system
            |altsyncram:mem_rtl_0|,0 (0),0 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_sc_fifo:fifo|altsyncram:mem_rtl_0,altsyncram,work
               |altsyncram_g0n1:auto_generated|,0 (0),0 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_sc_fifo:fifo|altsyncram:mem_rtl_0|altsyncram_g0n1:auto_generated,altsyncram_g0n1,work
         |altera_avalon_st_bytes_to_packets:b2p|,12 (12),12 (12),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_bytes_to_packets:b2p,altera_avalon_st_bytes_to_packets,soc_system
         |altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|,272 (0),263 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master,altera_avalon_st_jtag_interface,soc_system
            |altera_jtag_dc_streaming:normal.jtag_dc_streaming|,268 (0),263 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming,altera_jtag_dc_streaming,soc_system
               |altera_avalon_st_clock_crosser:sink_crosser|,8 (3),47 (18),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_avalon_st_clock_crosser:sink_crosser,altera_avalon_st_clock_crosser,soc_system
                  |altera_avalon_st_pipeline_base:output_stage|,5 (5),18 (18),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_avalon_st_clock_crosser:sink_crosser|altera_avalon_st_pipeline_base:output_stage,altera_avalon_st_pipeline_base,soc_system
                  |altera_std_synchronizer_nocut:in_to_out_synchronizer|,0 (0),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_avalon_st_clock_crosser:sink_crosser|altera_std_synchronizer_nocut:in_to_out_synchronizer,altera_std_synchronizer_nocut,soc_system
                  |altera_std_synchronizer_nocut:out_to_in_synchronizer|,0 (0),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_avalon_st_clock_crosser:sink_crosser|altera_std_synchronizer_nocut:out_to_in_synchronizer,altera_std_synchronizer_nocut,soc_system
               |altera_jtag_src_crosser:source_crosser|,1 (0),27 (18),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_src_crosser:source_crosser,altera_jtag_src_crosser,soc_system
                  |altera_jtag_control_signal_crosser:crosser|,1 (1),9 (1),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_src_crosser:source_crosser|altera_jtag_control_signal_crosser:crosser,altera_jtag_control_signal_crosser,soc_system
                     |altera_std_synchronizer:synchronizer|,0 (0),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_src_crosser:source_crosser|altera_jtag_control_signal_crosser:crosser|altera_std_synchronizer:synchronizer,altera_std_synchronizer,work
               |altera_jtag_streaming:jtag_streaming|,259 (254),186 (167),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming,altera_jtag_streaming,soc_system
                  |altera_avalon_st_idle_inserter:idle_inserter|,1 (1),1 (1),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming|altera_avalon_st_idle_inserter:idle_inserter,altera_avalon_st_idle_inserter,soc_system
                  |altera_avalon_st_idle_remover:idle_remover|,4 (4),1 (1),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming|altera_avalon_st_idle_remover:idle_remover,altera_avalon_st_idle_remover,soc_system
                  |altera_std_synchronizer:clock_sense_reset_n_synchronizer|,0 (0),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming|altera_std_synchronizer:clock_sense_reset_n_synchronizer,altera_std_synchronizer,work
                  |altera_std_synchronizer:clock_sensor_synchronizer|,0 (0),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming|altera_std_synchronizer:clock_sensor_synchronizer,altera_std_synchronizer,work
                  |altera_std_synchronizer:clock_to_sample_div2_synchronizer|,0 (0),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming|altera_std_synchronizer:clock_to_sample_div2_synchronizer,altera_std_synchronizer,work
                  |altera_std_synchronizer:reset_to_sample_synchronizer|,0 (0),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming|altera_std_synchronizer:reset_to_sample_synchronizer,altera_std_synchronizer,work
               |altera_std_synchronizer:synchronizer|,0 (0),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_std_synchronizer:synchronizer,altera_std_synchronizer,work
            |altera_jtag_sld_node:node|,4 (0),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_sld_node:node,altera_jtag_sld_node,soc_system
               |sld_virtual_jtag_basic:sld_virtual_jtag_component|,4 (3),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_sld_node:node|sld_virtual_jtag_basic:sld_virtual_jtag_component,sld_virtual_jtag_basic,work
                  |sld_virtual_jtag_impl:sld_virtual_jtag_impl_inst|,1 (1),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_sld_node:node|sld_virtual_jtag_basic:sld_virtual_jtag_component|sld_virtual_jtag_impl:sld_virtual_jtag_impl_inst,sld_virtual_jtag_impl,work
         |altera_avalon_st_packets_to_bytes:p2b|,23 (23),15 (15),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_avalon_st_packets_to_bytes:p2b,altera_avalon_st_packets_to_bytes,soc_system
         |altera_reset_controller:rst_controller|,0 (0),3 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_reset_controller:rst_controller,altera_reset_controller,soc_system
            |altera_reset_synchronizer:alt_rst_sync_uq1|,0 (0),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_non_sec|altera_reset_controller:rst_controller|altera_reset_synchronizer:alt_rst_sync_uq1,altera_reset_synchronizer,soc_system
      |soc_system_master_non_sec:master_secure|,453 (0),373 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure,soc_system_master_non_sec,soc_system
         |altera_avalon_packets_to_master:transacto|,120 (0),56 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_packets_to_master:transacto,altera_avalon_packets_to_master,soc_system
            |packets_to_master:p2m|,120 (120),56 (56),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_packets_to_master:transacto|packets_to_master:p2m,packets_to_master,soc_system
         |altera_avalon_sc_fifo:fifo|,25 (25),24 (24),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_sc_fifo:fifo,altera_avalon_sc_fifo,soc_system
            |altsyncram:mem_rtl_0|,0 (0),0 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_sc_fifo:fifo|altsyncram:mem_rtl_0,altsyncram,work
               |altsyncram_g0n1:auto_generated|,0 (0),0 (0),512,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_sc_fifo:fifo|altsyncram:mem_rtl_0|altsyncram_g0n1:auto_generated,altsyncram_g0n1,work
         |altera_avalon_st_bytes_to_packets:b2p|,12 (12),12 (12),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_bytes_to_packets:b2p,altera_avalon_st_bytes_to_packets,soc_system
         |altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|,272 (0),263 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master,altera_avalon_st_jtag_interface,soc_system
            |altera_jtag_dc_streaming:normal.jtag_dc_streaming|,269 (0),263 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming,altera_jtag_dc_streaming,soc_system
               |altera_avalon_st_clock_crosser:sink_crosser|,8 (3),47 (18),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_avalon_st_clock_crosser:sink_crosser,altera_avalon_st_clock_crosser,soc_system
                  |altera_avalon_st_pipeline_base:output_stage|,5 (5),18 (18),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_avalon_st_clock_crosser:sink_crosser|altera_avalon_st_pipeline_base:output_stage,altera_avalon_st_pipeline_base,soc_system
                  |altera_std_synchronizer_nocut:in_to_out_synchronizer|,0 (0),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_avalon_st_clock_crosser:sink_crosser|altera_std_synchronizer_nocut:in_to_out_synchronizer,altera_std_synchronizer_nocut,soc_system
                  |altera_std_synchronizer_nocut:out_to_in_synchronizer|,0 (0),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_avalon_st_clock_crosser:sink_crosser|altera_std_synchronizer_nocut:out_to_in_synchronizer,altera_std_synchronizer_nocut,soc_system
               |altera_jtag_src_crosser:source_crosser|,1 (0),27 (18),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_src_crosser:source_crosser,altera_jtag_src_crosser,soc_system
                  |altera_jtag_control_signal_crosser:crosser|,1 (1),9 (1),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_src_crosser:source_crosser|altera_jtag_control_signal_crosser:crosser,altera_jtag_control_signal_crosser,soc_system
                     |altera_std_synchronizer:synchronizer|,0 (0),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_src_crosser:source_crosser|altera_jtag_control_signal_crosser:crosser|altera_std_synchronizer:synchronizer,altera_std_synchronizer,work
               |altera_jtag_streaming:jtag_streaming|,260 (255),186 (167),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming,altera_jtag_streaming,soc_system
                  |altera_avalon_st_idle_inserter:idle_inserter|,1 (1),1 (1),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming|altera_avalon_st_idle_inserter:idle_inserter,altera_avalon_st_idle_inserter,soc_system
                  |altera_avalon_st_idle_remover:idle_remover|,4 (4),1 (1),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming|altera_avalon_st_idle_remover:idle_remover,altera_avalon_st_idle_remover,soc_system
                  |altera_std_synchronizer:clock_sense_reset_n_synchronizer|,0 (0),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming|altera_std_synchronizer:clock_sense_reset_n_synchronizer,altera_std_synchronizer,work
                  |altera_std_synchronizer:clock_sensor_synchronizer|,0 (0),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming|altera_std_synchronizer:clock_sensor_synchronizer,altera_std_synchronizer,work
                  |altera_std_synchronizer:clock_to_sample_div2_synchronizer|,0 (0),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming|altera_std_synchronizer:clock_to_sample_div2_synchronizer,altera_std_synchronizer,work
                  |altera_std_synchronizer:reset_to_sample_synchronizer|,0 (0),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_jtag_streaming:jtag_streaming|altera_std_synchronizer:reset_to_sample_synchronizer,altera_std_synchronizer,work
               |altera_std_synchronizer:synchronizer|,0 (0),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_dc_streaming:normal.jtag_dc_streaming|altera_std_synchronizer:synchronizer,altera_std_synchronizer,work
            |altera_jtag_sld_node:node|,3 (0),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_sld_node:node,altera_jtag_sld_node,soc_system
               |sld_virtual_jtag_basic:sld_virtual_jtag_component|,3 (3),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_jtag_interface:jtag_phy_embedded_in_jtag_master|altera_jtag_sld_node:node|sld_virtual_jtag_basic:sld_virtual_jtag_component,sld_virtual_jtag_basic,work
         |altera_avalon_st_packets_to_bytes:p2b|,24 (24),15 (15),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_avalon_st_packets_to_bytes:p2b,altera_avalon_st_packets_to_bytes,soc_system
         |altera_reset_controller:rst_controller|,0 (0),3 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_reset_controller:rst_controller,altera_reset_controller,soc_system
            |altera_reset_synchronizer:alt_rst_sync_uq1|,0 (0),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_master_non_sec:master_secure|altera_reset_controller:rst_controller|altera_reset_synchronizer:alt_rst_sync_uq1,altera_reset_synchronizer,soc_system
      |soc_system_mm_interconnect_0:mm_interconnect_0|,1961 (0),1376 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0,soc_system_mm_interconnect_0,soc_system
         |altera_avalon_sc_fifo:button_pio_s1_agent_rdata_fifo|,8 (8),10 (10),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:button_pio_s1_agent_rdata_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:button_pio_s1_agent_rsp_fifo|,34 (34),58 (58),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:button_pio_s1_agent_rsp_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:dipsw_pio_s1_agent_rdata_fifo|,14 (14),22 (22),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:dipsw_pio_s1_agent_rdata_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:dipsw_pio_s1_agent_rsp_fifo|,34 (34),58 (58),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:dipsw_pio_s1_agent_rsp_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:hps_1_s0_agent_rdata_fifo|,37 (37),66 (66),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:hps_1_s0_agent_rdata_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:hps_1_s0_agent_rsp_fifo|,28 (28),46 (46),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:hps_1_s0_agent_rsp_fifo,altera_avalon_sc_fifo,soc_system
